day,campaign,channel,partner,ad,impr,clicks,spend,engagement,sales,revenue
03/24/2024,brand_awareness,paid search,Bing,Hero Brand,7909,370,169.64,102,17,2087.16
24-03-2024,Brand Awareness,Paid Search,Bing,Our Story,8565,426,193.81,120,23,2663.19
2024-03-24,Brand Awareness,Paid Search,Bing,Why Choose Us,8415,443,179.0,83,35.0,4314.74
2024-03-24,Branding,Paid Social,Facebook,Hero Brand,66798,1259,658.94,2279,31,2690.69
2024-03-24,Brand Awareness,Social Ads,Facebook,Our Story,894,60495,590.2300792920829,2149,27,2107.8
2024-03-24,Brand Awareness,Paid Social,facebook,Why Choose Us,962,61803,612.34,2590,23,1885.84
2024-03-24,BrandAwareness,paid_social,Instagram,Hero Brand,44129,805,454.62,1518,24.0,1809.82
2024-03-24,Brand Awareness,Paid Social,Instagram,Our Story,40406,703,423.7,1594,19,1447.16
2024-03-24,Brand Awareness,Paid Social,Instagram,Why Choose Us,47700,714,477.93,1988,22.0,1750.05
2024-03-24,Brand Awareness,Paid Social,TikTok,Hero Brand,24733,470,255.24,771,15.0,1373.83
2024-03-24,Brand Awareness,Paid Social,TikTok,Our Story,25869,412,263.49,810,11,868.05
2024-03-24,Brand Awareness,Paid Social,TikTok,Why Choose Us,24489,365,235.2,1057,6,513.15
2024-03-24,Brand Awareness,Display,Google Display Network,Hero Brand,145591,603,595.25,893,8,519.4300421946054
2024-03-24,Brand Awareness,Display,Google Display Network,Our Story,118263,609,459.28,534,5.0,353.13
2024-03-24,Brand Awareness,Display,Google Display Network,Why Choose Us,131600,578,506.1100083791733,553,5.0,376.1
2024-03-24,BrandAwareness,Display,The Trade Desk,Hero Brand,462,84752,349.78,442,5,396.62
2024-03-24,Brand Awareness,Display Ads,The Trade Desk,Our Story,85818,376,357.68,489,4,254.52
2024-03-24,BrandAwareness,Display,TTD,Why Choose Us,396,87950,351.11,364,5,310.55
2024-03-24,Brand Awareness,Email,Mailchimp,Hero Brand,11073,2374,17.25,912,108,10195.28
2024-03-24,Brand Awareness,Email,MAILCHIMP,Our Story,11740,2424,16.82,859,105,10052.770000416287
2024-03-24,Brand Awareness,Email,Mailchimp,Why Choose Us,12518,2997,19.32,1226,158,13175.56
2024-03-24,Brand Awareness,Email,Klayvio,Hero Brand,9395,1730,14.32,897,83,6834.45
2024-03-24,Brand Awareness,Email,Klayvio,Our Story,2257,9117,13.570006061064815,776,69,6208.95
2024-03-24,Brand Awareness,Email,Klaviyo,Why Choose Us,2025,9937,14.910016625760399,743,97,8671.57
2024-03-24,Brand Awareness,Video,youtube,Hero Brand,889,98967,1766.61,27666,10,997.54
2024-03-24,Brand Awareness,Video,YouTube,Our Story,109215,799,1898.17,29627,15,1759.19
2024-03-24,Brand Awareness,Video,YouTube,Why Choose Us,93346,736,1672.34,23395,10,1018.41
2024-03-24,Brand Awareness,Video,Connected TV,Hero Brand,59800,437,1070.11,17616,7,665.29
2024-03-24,Brand Awareness,Video,Connected TV,Our Story,52109,412,963.8,10317,6,546.32
2024-03-24,Brand Awareness,Video,Connected TV,Why Choose Us,55990,447,1003.16,17284,7,640.11
2024-03-24,Spring Launch,Paid Search,Google,Spring Into Savings,30696,1562,650.7500082897643,422,76,8701.79
03.24.2024,Spring Launch,paid search,Google,New Arrivals,32140,1588,725.17,338,94,9432.56
2024-03-24,Spring Launch,SEM,Google,Fresh Refresh,28303,1298,631.72,414,57,6498.38
2024-03-24,Spring Launch,Paid Search,Bing,Spring Into Savings,9060,423,189.56,92,29,3898.03
2024-03-24,Spring Launch,Paid Search,Bing Ads,New Arrivals,8407,359,184.44,119,26,3193.15
2024-03-24,Spring Launch,Paid Search,Bing,Fresh Refresh,7876,373,167.92000101705824,76,18,2290.7900075955167
2024-03-24,Spring Launch,Paid Social,Facebook,Spring Into Savings,60714,1115,598.7,2864,31,2366.65
2024-03-24,Spring Launch,Paid Social,Facebook,New Arrivals,69614,1384,667.23,2782,46,3835.78
2024-03-24,Spring Launch,Paid Social,Facebook,Fresh Refresh,60702,903,603.38,2803,18,1255.1200221849258
2024-03-24,Spring Launch,Social Ads,Instagram,Spring Into Savings,44417,863,439.75,2001,17,1256.220000878876
03/24/2024,Spring Launch,Paid Social,Instagram,New Arrivals,44046,835,450.3500547686323,1301,25,1778.3
2024-03-24,Spring Launch,Paid Social,INSTAGRAM,Fresh Refresh,41354,724,415.5200067910116,1471,18,1422.5600042573412
2024-03-24,Spring Launch,Paid Social,TikTok,Spring Into Savings,506,26705,261.54,803,9.0,843.04
2024-03-24,Spring Launch,paid social,TikTok,New Arrivals,477,22987,231.49,655,13,922.41
2024-03-24,Spring Launch,Social,TikTok,Fresh Refresh,23076,423,227.58000223747098,976,7,496.18
2024-03-24,spring_launch,display,Google Display Network,Spring Into Savings,127546,589,508.83,697,8,529.28
2024-03-24,Spring Launch,Display Ads,Google Display Network,New Arrivals,138178,610,529.6,860,5,403.33
2024-03-24,Spring Launch,Display,Google Display Network,Fresh Refresh,131442,752,541.04,648,9,681.91
2024-03-24,Spring,DISPLAY,The Trade Desk,Spring Into Savings,84130,475,330.93,363,6,408.84
2024-03-24,Spring Launch,Display,The Trade Desk,New Arrivals,88280,518,361.88,387,7,480.8
2024-03-24,Spring Launch,Display,The Trade Desk,Fresh Refresh,419,78865,319.1,442,5,323.9
2024-03-24,Spring Launch,Email,Mailchimp,Spring Into Savings,11744,2381,16.93,1097,82,7380.130030942236
2024-03-24,Spring Launch,Email,Mailchimp,New Arrivals,13707,3175,21.28,895,165.0,14355.73
03/24/2024,SpringLaunch,Email,Mailchimp,Fresh Refresh,12272,2837,18.62,870,115,10787.46
2024-03-24,Spring Launch,Email,Klaviyo,Spring Into Savings,2454,10753,16.57,964,99,9599.72
2024-03-24,Spring Launch,Email,Klaviyo,New Arrivals,10734,2579,16.53,662,110,10064.22
2024-03-24,Spring Launch,Email Marketing,Klaviyo,Fresh Refresh,10791,2517,16.12,928,76,6996.51
03/24/2024,Spring Launch,Video,YT,Spring Into Savings,96294,832,1736.1,19384,11,1159.7900069164311
2024-03-24,Spring Launch,Video,YouTube,New Arrivals,728,101570,1886.67,23794,10,953.67
2024-03-24,Spring Launch,Video,YouTube,Fresh Refresh,90146,683,1582.95,21041,11,1148.11
2024-03-24,spring_launch,Video,ctv,Spring Into Savings,53661,380,953.72,11928,4,400.82
2024-03-24,Spring Launch,VIDEO,Connected TV,New Arrivals,55681,380,963.83,15557,4,432.62
2024-03-24,Spring Launch,Video,ctv,Fresh Refresh,52814,451,909.85,13698,6,598.1
2024-03-25,Brand Awareness,Paid Search,Google,Hero Brand,42594,1997,983.5,465,103,10935.97
2024-03-25,Brand Awareness,Paid Search,Google,Our Story,39853,2048,869.05,478,104,13445.45
2024-03-25,Brand Awareness,Paid Search,GOOGLE,Why Choose Us,42006,2067,938.07,552,155,15592.12
2024-03-25,brand awareness,Paid Search,Bing,Hero Brand,12726,666,270.11000286989065,180,35,3939.400029331995
2024-03-25,Brand Awareness,Paid Search,BING,Our Story,13325,611,305.83,120,45.0,4985.84
2024-03-25,Brand Awareness,Paid Search,Bing,Why Choose Us,12918,663,284.68,184,40,5133.03
2024-03-25,Brand Awareness,Paid Social,Facebook,Hero Brand,1153,59434,573.0,1766,34,2605.59
2024-03-25,BrandAwareness,Paid Social,Facebook,Our Story,60841,998,622.33,2057,22,1536.06
2024-03-25,Brand Awareness,Paid Social,Facebook,Why Choose Us,824,50384,501.61,1535,24.0,2215.29
2024-03-25,Brand Awareness,Paid Social,Instagram,Hero Brand,829,39217,407.06,1177,20,1619.3400059323556
2024-03-25,Brand Awareness,Paid Social,Instagram,Our Story,37565,684,387.2500675882894,1316,13,1172.23
2024-03-25,Brand Awareness,Paid Social,instagram,Why Choose Us,34697,612,362.33,1270,19,1566.63
2024-03-25,Brand Awareness,Paid Social,TikTok,Hero Brand,22249,413,223.42,828,10,769.13
2024-03-25,Brand Awareness,Paid Social,TikTok,Our Story,20748,340,206.48,707,6,459.18
2024-03-25,brand_awareness,Paid Social,TikTok,Why Choose Us,19637,367,206.09,829,10.0,867.2100079826255
2024-03-25,Brand Awareness,Display,Google Display Network,Hero Brand,137181,808,571.6,751,12,847.1400007029391
2024-03-25,Brand Awareness,Display,Google Display Network,Our Story,154236,724,647.24,959,9,599.63
2024-03-25,Brand Awareness,Display,Google Display Network,Why Choose Us,161323,811,614.78,666,8,658.5
2024-03-25,Brand Awareness,Display,The Trade Desk,Hero Brand,85667,396,346.23,411,5,343.74
2024-03-25,Brand Awareness,Display,The Trade Desk,Our Story,82037,467,343.94,391,6,384.84
2024-03-25,Brand Awareness,Display,The Trade Desk,Why Choose Us,82329,474,341.43,321,7,498.76
2024-03-25,Brand Awareness,Email,Mailchimp,Hero Brand,21474,4242,31.41,1347,158,13948.79
2024-03-25,Brand Awareness,EMAIL,mailchimp,Our Story,20091,3659,29.02,1759,135,11980.52
2024-03-25,brand awareness,Email,Mailchimp,Why Choose Us,3958,19268,29.410001927432848,1823,207,21156.57
03.25.2024,Brand Awareness,Email,Klaviyo,Hero Brand,18590,3295,27.640000234049253,1637,120.0,11369.9
03/25/2024,Brand Awareness,Email,Klaviyo,Our Story,3760,18451,28.680000214005467,1739,120,11953.88
2024-03-25,brand awareness,Email,klaviyo,Why Choose Us,15751,3544,23.61,1515,153.0,14636.310037482881
2024-03-25,Branding,Video,youtube,Hero Brand,119606,800,2130.32,24057,14,1341.8100008886508
2024-03-25,Brand Awareness,video,YouTube,Our Story,931,115938,2089.72,27741,13,1256.82
03.25.2024,Brand Awareness,Video,YouTube,Why Choose Us,121636,825,2283.61,25825,16,1720.45
2024-03-25,Brand Awareness,Video,Connected TV,Hero Brand,389,55928,1050.81,17220,6,619.4000070830853
2024-03-25,brand_awareness,Video,Connected TV,Our Story,59666,398,1119.67,17757,6,591.82
2024-03-25,Brand Awareness,Video,CTV,Why Choose Us,554,66791,1233.64,14269,8,731.87
2024-03-25,Spring Launch,paid search,Goog,Spring Into Savings,44439,2068,956.79,635,115,11715.48
03.25.2024,Spring Launch,Paid Search,Google Ads,New Arrivals,38186,1579,854.7500002125389,530,100,13099.35
2024-03-25,Spring Launch,Paid Search,Google,Fresh Refresh,42070,2139,949.1100003075406,420,152,20184.98
2024-03-25,Spring Launch,Paid Search,Bing,Spring Into Savings,11140,500,242.18,129,27,3460.930000789302
2024-03-25,Spring,Paid Search,Bing,New Arrivals,13215,662,292.04,129,51,6383.46
2024-03-25,Spring Launch,Paid Search,bing,Fresh Refresh,12779,521,271.13,150,29,2938.53
2024-03-25,spring_launch,Paid Social,Facebook,Spring Into Savings,51285,759,538.18,1932,20,1802.93
2024-03-25,Spring Launch,Paid Social,FACEBOOK,New Arrivals,53835,822,551.4500002260546,1950,23,1731.85
2024-03-25,Spring Launch,paid social,Facebook,Fresh Refresh,963,51005,502.24000758557645,2296,28,2610.06
2024-03-25,Spring Launch,Paid Social,Insta,Spring Into Savings,39416,704,387.94,1441,14,1199.79
2024-03-25,Spring Launch,Paid Social,instagram,New Arrivals,827,40810,406.18,1662,24,1705.82
2024-03-25,Spring Launch,Paid Social,Insta,Fresh Refresh,611,36046,355.29,1427,13,1207.2
2024-03-25,Spring Launch,Paid Social,Tik Tok,Spring Into Savings,23066,373,233.8,1018,7,547.2
2024-03-25,Spring Launch,Paid Social,TikTok,New Arrivals,421,23837,248.18,820,8,607.7
2024-03-25,Spring Launch,Paid Social,TikTok,Fresh Refresh,484,23001,226.12008701216084,803,15.0,1237.83
2024-03-25,Spring Launch,Display,Google Display Network,Spring Into Savings,155335,832,604.12,807,9,728.77
2024-03-25,Spring Launch,Display,Google Display Network,New Arrivals,145848,608,560.3,698,9,655.28
2024-03-25,Spring Launch,Display,Google Display Network,Fresh Refresh,163393,775,659.05,873,11,768.18
2024-03-25,Spring Launch,display ads,The Trade Desk,Spring Into Savings,93438,422,369.68,534,6,416.46
2024-03-25,Spring Launch,Display,the_trade_desk,New Arrivals,464,79682,311.67,432,6,463.9
2024-03-25,Spring Launch,Display Ads,The Trade Desk,Fresh Refresh,88807,483,344.83,491,6,376.34
2024-03-25,spring_launch,Email,MailChimp,Spring Into Savings,21635,4189,32.78,1643,172,17450.57
2024-03-25,Spring Launch,email,Mailchimp,New Arrivals,18354,4075,27.32,1250,189,16847.27
2024-03-25,Spring Launch,Email,Mailchimp,Fresh Refresh,19763,4658,30.17,1441,155,13873.76
2024-03-25,Spring Launch,email,Klaviyo,Spring Into Savings,16882,2937,25.460000600314835,1261,90,7677.78
2024-03-25,Spring Launch,Email Marketing,Klaviyo,New Arrivals,17818,3371,27.940000387301257,1516,101,8582.88
2024-03-25,spring_launch,EMAIL,Klaviyo,Fresh Refresh,17830,3750,25.65,1651,123,10829.75
2024-03-25,Spring Launch,Video,Youtube,Spring Into Savings,108728,885,1869.69,33147,14,1641.4300002225382
2024-03-25,SpringLaunch,Video,YouTube,New Arrivals,100142,851,1883.07,23824,11,1107.54
2024-03-25,Spring,Video,YouTube,Fresh Refresh,121753,868,2170.45,23613,15,1506.98
2024-03-25,Spring Launch,Video,Connected TV,Spring Into Savings,55778,489,960.92,12934,7,737.17
2024-03-25,Spring Launch,Video,Connected TV,New Arrivals,62973,479,1155.83,16711,9,877.640005403424
2024-03-25,Spring Launch,Video,CTV,Fresh Refresh,60566,496,1102.36,14447,7,797.76
2024-03-26,Brand Awareness,Paid Search,Google,Hero Brand,1974,40751,913.41,461,127.0,15577.38
2024-03-26,Branding,Paid Search,Google,Our Story,41965,1791,910.72,601,133,17565.840004135905
2024-03-26,Brand Awareness,paid search,Google,Why Choose Us,43150,2073,991.26,566,100,13050.47
2024-03-26,Brand Awareness,Paid Search,Bing,Hero Brand,13143,526,301.6700399407837,192,40,5107.47
2024-03-26,Brand Awareness,Paid Search,Bing,Our Story,571,12418,280.7,117,38,3940.92
2024-03-26,Brand Awareness,Paid Search,Bing,Why Choose Us,10753,517,229.11,116,39,4590.16
2024-03-26,Brand Awareness,PaidSocial,Meta,Hero Brand,57511,967,549.81,1862,29,2495.58
2024-03-26,BrandAwareness,Paid Social,Facebook,Our Story,54397,938,550.66,1821,20,1646.34
2024-03-26,Brand Awareness,paid_social,Facebook,Why Choose Us,58353,914,609.85,1872,27.0,2335.68
2024-03-26,Brand Awareness,Paid Social,IG,Hero Brand,686,35306,338.64,1119,23,2099.9
2024-03-26,Brand Awareness,Paid Social,Instagram,Our Story,35701,697,345.33,1153,21,1584.35
2024-03-26,Brand Awareness,Paid Social,Instagram,Why Choose Us,38937,775,370.76,1295,16.0,1397.23
2024-03-26,Brand Awareness,Paid Social,TikTok,Hero Brand,23348,480,230.25,1033,9,733.17
2024-03-26,Brand Awareness,Paid Social,TikTok,Our Story,20718,382,211.48,701,11,931.17
2024-03-26,Brand Awareness,Paid Social,TikTok,Why Choose Us,20384,318,212.22,672,6,462.85
2024-03-26,Brand Awareness,Banner,Google Display Network,Hero Brand,130153,663,525.52,798,9,590.45
2024-03-26,Brand Awareness,Display,Google Display Network,Our Story,140582,820,589.17,619,9,622.12
2024-03-26,Brand Awareness,Display,Google Display Network,Why Choose Us,132296,593,543.32,702,7,563.35
2024-03-26,Brand Awareness,Display,Trade Desk,Hero Brand,88874,430,344.32,386,6.0,382.23
2024-03-26,BrandAwareness,Display,The Trade Desk,Our Story,82123,340,317.5,325,4,262.41
2024-03-26,BrandAwareness,display ads,Trade Desk,Why Choose Us,81408,366,312.35,425,3,185.83
2024-03-26,Brand Awareness,Email Marketing,Mailchimp,Hero Brand,5202,21315,30.540004816370512,1787,222,18564.26
2024-03-26,Brand Awareness,Email,mail chimp,Our Story,20130,4093,31.13,1368,132,12946.78
2024-03-26,Brand Awareness,Email,MAILCHIMP,Why Choose Us,21603,5139,30.9,1465,237,20651.03
2024-03-26,Branding,Email,Klaviyo,Hero Brand,16521,3546,25.57,1156,143,12293.17
2024-03-26,Brand Awareness,Email,Klaviyo,Our Story,4302,18018,27.37,1469,233,25547.38
2024-03-26,Brand Awareness,Email,Klaviyo,Why Choose Us,17820,4005,25.58,1449,118,11855.41
2024-03-26,Brand Awareness,Video Ads,YouTube,Hero Brand,1080,117977,2037.0,24295,17,1870.67
2024-03-26,Brand Awareness,Video,YouTube,Our Story,107141,801,1999.28,22020,14,1548.69
2024-03-26,Brand Awareness,Video,YouTube,Why Choose Us,99895,910,1752.98,31238,12,1175.49
2024-03-26,Brand Awareness,Video,CTV,Hero Brand,53861,429,945.85,13866,7,680.7900454009144
2024-03-26,Brand Awareness,Video,Connected TV,Our Story,65503,523,1160.9900002455797,18401,7,791.04
2024-03-26,Brand Awareness,video,Connected TV,Why Choose Us,60150,433,1117.94,17300,5,493.84
2024-03-26,Spring Launch,Paid Search,GOOGLE,Spring Into Savings,45969,2238,1057.81,552,103,12709.4
03.26.2024,Spring Launch,Paid Search,Google,New Arrivals,46148,2309,1042.58,502,176,22357.02
2024-03-26,Spring Launch,Paid Search,Google,Fresh Refresh,2550,47412,1090.43,642,165,18763.91
2024-03-26,spring launch,Search,Bing,Spring Into Savings,12782,494,278.36,150,21,2547.740000843996
2024-03-26,SpringLaunch,SEM,Bing,New Arrivals,11369,600,259.19,168,34,4137.89
2024-03-26,SpringLaunch,Paid Search,Bing,Fresh Refresh,13040,521,294.51,134,31,3141.43
2024-03-26,SpringLaunch,paid_social,Facebook,Spring Into Savings,49595,950,497.09,1421,17,1392.11
2024-03-26,spring launch,Paid Social,Meta,New Arrivals,60172,995,574.56,2196,21,1575.39
2024-03-26,Spring Launch,Paid Social,Facebook,Fresh Refresh,51006,762,522.95,1780,20.0,1635.53
2024-03-26,Spring Launch,Paid Social,IG,Spring Into Savings,35697,687,363.88,1391,19,1628.62
2024-03-26,Spring Launch,paid social,Instagram,New Arrivals,35319,597,361.39000043684115,1570,15,1097.95
2024-03-26,Spring Launch,Paid Social,Instagram,Fresh Refresh,688,40807,409.77,1699,19,1581.56
2024-03-26,Spring Launch,Paid Social,TikTok,Spring Into Savings,20825,344,204.43,937,7,620.37
2024-03-26,Spring Launch,Social,TikTok,New Arrivals,23719,496,243.87,1110,16,1319.63
2024-03-26,Spring Launch,Paid Social,TikTok,Fresh Refresh,19928,391,197.85,773,12.0,998.11
2024-03-26,Spring Launch,DISPLAY,google_display_network,Spring Into Savings,147185,708,592.43,785,6,398.37
2024-03-26,Spring Launch,Display,google_display_network,New Arrivals,130466,595,508.05,572,6,407.53
2024-03-26,Spring Launch,display,Google Display Network,Fresh Refresh,144778,801,580.11,810,12,803.28
2024-03-26,Spring Launch,display ads,The Trade Desk,Spring Into Savings,88123,439,337.98,338,4,284.32
2024-03-26,spring_launch,Display,The Trade Desk,New Arrivals,87088,383,346.34,413,3,206.82
03/26/2024,Spring Launch,Display Ads,The Trade Desk,Fresh Refresh,86148,432,331.18,490,4,251.67
2024-03-26,Spring Launch,Email,MAILCHIMP,Spring Into Savings,20426,4357,31.27,1851,205,21992.2
2024-03-26,Spring Launch,eMail,Mailchimp,New Arrivals,3961,18602,26.84,1378,208,22123.03
2024-03-26,Spring Launch,Email,mail chimp,Fresh Refresh,22605,4022,33.96,1544,194,15954.07
2024-03-26,spring_launch,Email,Klaviyo,Spring Into Savings,16278,3221,24.740000339497605,1254,123,10951.46
2024-03-26,Spring Launch,Email,Klaviyo,New Arrivals,17942,3768,26.23,1476,135,14318.05
2024-03-26,Spring Launch,email,klaviyo,Fresh Refresh,4272,18094,26.41,1448,232,24322.95
2024-03-26,spring launch,Video,YT,Spring Into Savings,950,104646,1916.9,28444,13,1521.6700072508024
2024-03-26,Spring,Video,YouTube,New Arrivals,926,122223,2180.27,29982,10,1170.7
2024-03-26,Spring Launch,Video,YouTube,Fresh Refresh,835,122321,2302.02,33430,10,1018.94
2024-03-26,Spring Launch,Video,Connected TV,Spring Into Savings,55640,400,1003.7900003727219,16315,6,569.2300265188476
2024-03-26,Spring Launch,video,Connected TV,New Arrivals,55288,378,1030.74,17382,5,566.9600003221509
2024-03-26,Spring Launch,Video,Connected TV,Fresh Refresh,56483,500,989.42,13450,9,795.5400517451105
2024-03-27,Brand Awareness,Search,Google,Hero Brand,2241,43444,968.29,396,163,17466.46
2024-03-27,Brand Awareness,PaidSearch,Google,Our Story,37803,1874,837.79,432,145,16395.03
2024-03-27,Brand Awareness,Paid Search,Goog,Why Choose Us,1673,43063,939.04,566,88,11603.88
2024-03-27,brand_awareness,Paid Search,Bing,Hero Brand,12809,487,275.46,155,25,2748.23
03.27.2024,Brand Awareness,Paid Search,Bing,Our Story,13092,702,297.04,120,48,5107.89
2024-03-27,Brand Awareness,Paid Search,Bing,Why Choose Us,11982,565,269.2100755022345,149,42,4397.13002439927
03.27.2024,brand_awareness,Paid Social,FACEBOOK,Hero Brand,58932,1096,580.8,1998,32,2567.12
03/27/2024,Brand Awareness,Paid Social,Facebook,Our Story,823,52589,504.0400016198998,2240,23,2079.83
